US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time min,Creative Type,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
121463226,169863226,134555373,17500000,Aug 17 2007,R,112,Contemporary Fiction,87,7.8,134212
85416609,140416609,,30000000,Nov 19 2004,PG,90,Kids Fiction,,,
30105968,59517784,13349286,37000000,Jul 18 2008,G,,Kids Fiction,36,4.5,4324
90454043,128874043,,65000000,Aug 04 2000,PG-13,130,Science Fiction,79,6.3,29983
1641788,1641788,,10000000,Feb 28 2003,R,,Contemporary Fiction,,7.8,560
43945766,93394462,14217924,120000000,May 09 2008,PG,,Science Fiction,38,6.3,32672
71195053,162839667,27525903,92500000,Feb 14 2008,PG,,Fantasy,79,6.8,18715
17127,17127,,1000000,Aug 31 2001,R,,,,3.7,1205
48097081,150468000,,110000000,Jun 13 1997,PG-13,125,Contemporary Fiction,,3.4,30896
37068294,50168294,,73000000,Feb 13 1998,PG-13,132,Science Fiction,12,5.6,31461
29342592,56042592,,25000000,Jan 23 1998,PG,92,Contemporary Fiction,,2.9,18010
373524485,783705001,4196484,200000000,Jun 30 2004,PG-13,127,Super Hero,93,7.7,141940
336530303,890871626,124058348,258000000,May 04 2007,PG-13,139,Super Hero,63,6.4,141513
403706375,821708551,,139000000,May 03 2002,PG-13,121,Super Hero,89,7.4,167524
31167395,43149143,,85000000,Aug 13 2010,PG-13,112,Contemporary Fiction,81,8.1,17461
33357476,43057552,,16000000,Mar 02 2001,PG,97,Kids Fiction,24,4.9,3673
200120000,391120000,81580739,232000000,Jun 28 2006,PG-13,157,Super Hero,76,6.6,102751
14218868,14218868,,60000000,Jan 14 2000,PG-13,,Science Fiction,10,6.8,127
10049886,274949886,,19000000,Sep 20 2002,PG,,Fantasy,,,
410241,1022649,,4500000,Mar 14 2003,R,,,,6.6,16011
62362560,143049560,,90000000,Nov 21 2001,R,126,Contemporary Fiction,65,6.9,44850
85846296,119721296,,38000000,Aug 07 2002,PG,100,Kids Fiction,75,,
111760631,167851995,,40000000,Jul 25 2003,PG,84,Kids Fiction,,4.1,12352
112692062,197692062,,35000000,Mar 30 2001,PG,88,Kids Fiction,93,5.7,23479
406216,406216,,1900000,Apr 09 2010,R,,Contemporary Fiction,,6.8,1303
7372734,11098131,,1500000,Oct 05 2005,R,,Dramatization,93,7.6,23521
50255310,75294136,,28000000,Oct 05 2001,PG-13,91,Contemporary Fiction,58,6.6,32014
795126,795126,,5200000,Aug 05 2005,PG-13,,Historical Fiction,,7.5,3492
488872,42776032,,10000000,Apr 02 2004,PG-13,,,91,,
30628981,30628981,,14000000,Oct 08 1999,PG-13,82,Contemporary Fiction,33,6,103
3100650,4288246,,14000000,Sep 07 2001,PG-13,,Contemporary Fiction,4,3.6,5116
73215310,106515310,,80000000,May 24 2002,G,84,Kids Fiction,,6.6,8622
310676740,656695615,,115000000,May 16 2002,PG,142,Science Fiction,,,
380270577,848998877,,115000000,May 19 2005,PG-13,140,Science Fiction,,,
54768952,121100000,,100000000,Nov 07 1997,R,129,Science Fiction,60,7.1,83516
5801558,7773824,,500000,Oct 03 2003,R,,Contemporary Fiction,95,7.8,22274
23086480,23187506,13333591,20000000,Mar 24 2006,PG-13,91,Contemporary Fiction,9,4.5,13658
17266359,29934477,,18000000,May 19 2000,PG,,Contemporary Fiction,66,6.5,15636
1686429,1686429,,16000000,Aug 15 1997,PG-13,,Super Hero,12,2.7,4409
37672944,37672944,,20000000,Aug 14 1998,R,124,Contemporary Fiction,49,5.1,3080
59475623,96221971,,100000000,Jun 11 2004,PG-13,93,Contemporary Fiction,26,5.1,26712
91137662,119709917,,50000000,Dec 25 1998,PG-13,127,Contemporary Fiction,43,6.2,18505
61356221,76356221,33252252,14000000,Jan 12 2007,PG-13,113,Contemporary Fiction,26,4.3,13737
40435190,45235190,30936711,30000000,Nov 10 2006,PG-13,112,Contemporary Fiction,72,7.8,74218
454255,454255,,9000000,Jun 20 2003,R,,,,,
26910736,30399714,27642935,20000000,Apr 28 2006,PG-13,103,Contemporary Fiction,31,5.9,9556
50041732,89441732,,32000000,Sep 10 1999,R,103,Contemporary Fiction,22,6,29411
21133087,21133087,,12000000,Sep 10 1999,R,110,Contemporary Fiction,,7.1,26752
26415649,65589243,13420759,20000000,Apr 11 2008,R,,Contemporary Fiction,36,7,40291
140015224,298800000,,105000000,Dec 17 1999,PG,92,Kids Fiction,65,5.8,23226
64956806,166000000,,120000000,Jul 19 2002,PG,78,Kids Fiction,83,5.6,7534
32116746,76416746,,138000000,Jul 29 2005,PG-13,,Science Fiction,13,4.8,21664
468867,10468867,,20000000,Mar 18 2005,PG-13,,,,,
765637,1545064,,27000000,Dec 12 2003,R,,,23,6,2735
119841,119841,,1500000,Mar 22 2002,PG,,,35,6.4,1733
10915744,11179472,4736139,25000000,Mar 28 2008,R,,Dramatization,,6.5,9268
182618434,328711434,,120000000,Jun 30 2000,PG-13,130,Dramatization,47,6.2,55716
27100030,27100030,,50000000,Oct 15 1999,R,74,Contemporary Fiction,28,5.6,10720
29062561,29227561,6587798,20000000,Oct 16 2009,PG-13,,Contemporary Fiction,11,5.3,6263
37017955,91445389,13578224,60000000,Apr 17 2009,PG-13,127,Contemporary Fiction,84,7.3,34067
44089964,44154645,15266725,27000000,Aug 06 2008,PG-13,111,Contemporary Fiction,64,6.2,6557
39053061,41560117,,25000000,Jun 01 2005,PG,,Contemporary Fiction,,,
65328121,115328121,51317604,12000000,Aug 11 2006,PG-13,98,Contemporary Fiction,19,6.1,21691
6197866,6197866,,10000000,Oct 15 1999,G,,Dramatization,95,8,36265
92027888,150000000,,46000000,Nov 22 1996,PG-13,111,Science Fiction,,7.6,45106
70187658,117800000,,70000000,Dec 11 1998,PG,100,Science Fiction,,6.4,26559
43254409,67312826,,60000000,Dec 13 2002,PG-13,117,Science Fiction,,6.4,28449
659210,9351567,,40000000,Oct 13 2006,PG,,Contemporary Fiction,,,
52597610,80597610,15789825,9000000,May 30 2008,R,85,Contemporary Fiction,44,6,35078
18492362,23046142,,3000000,Feb 15 2002,R,,Contemporary Fiction,,6.8,29514
2072645,2077844,,2000000,Jun 28 2006,R,,Contemporary Fiction,,5.9,4941
431088297,924288297,,115000000,May 19 1999,PG,133,Science Fiction,,,
33832741,63537164,,55000000,Dec 12 2003,PG-13,118,Contemporary Fiction,60,5.9,23196
58017783,150017783,21801408,17500000,Feb 14 2008,PG-13,,Contemporary Fiction,25,5.6,20345
118471320,193500000,,68000000,May 31 2002,PG-13,124,Contemporary Fiction,59,6.3,38586
3064356,3064356,,5600000,Jun 21 2002,PG-13,,Contemporary Fiction,80,6.8,2769
3102550,3252550,,30000000,Aug 17 2005,PG-13,,Contemporary Fiction,6,2.9,2514
58867694,145395745,46260220,100000000,Jun 08 2007,PG,86,Kids Fiction,77,7,20974
38577772,119668350,11099238,80000000,Sep 25 2009,PG-13,104,Science Fiction,39,6.3,36940
19288130,19288130,,22000000,Jul 02 1999,R,142,Historical Fiction,50,6.5,18431
434417,968805,,4600000,May 28 2008,Not Rated,,Dramatization,,5.7,3838
216335085,481635085,,65000000,Jul 24 1998,R,169,Historical Fiction,91,8.5,270540
116877597,198100000,,70000000,Aug 08 2003,PG-13,117,Contemporary Fiction,48,5.9,43260
71502303,109705641,,17000000,Oct 22 2004,R,125,Contemporary Fiction,97,7.8,69778
57887882,118097882,,40000000,Oct 15 2004,PG-13,106,Contemporary Fiction,,7.6,2192
47958031,92958031,,40000000,Mar 12 2004,PG-13,96,Fantasy,46,6.5,53868
598645,598645,,10000000,Oct 11 2002,R,,Contemporary Fiction,5,3.4,7665
10130108,22441323,,7800000,Jul 04 2003,R,,Contemporary Fiction,84,6.8,19992
2402459,3100834,,1000000,Nov 21 2001,R,,Contemporary Fiction,,,
28563926,28563926,,10000000,Sep 06 2002,PG-13,86,Contemporary Fiction,15,4.6,9577
25288103,65754228,,40000000,Feb 16 2001,PG-13,120,Contemporary Fiction,16,6,20891
11892415,12778631,6828112,16500000,Sep 21 2007,PG-13,107,Contemporary Fiction,37,6.2,9309
6504442,6504442,,38000000,Oct 31 1997,R,,Contemporary Fiction,32,6.1,5141
35161554,68161554,22831563,8500000,Aug 15 2008,PG,98,Science Fiction,19,5.4,17513
24430272,44633441,,43000000,Apr 12 2002,R,,Contemporary Fiction,25,4.7,23378
74339294,164800000,,80000000,Jun 12 1998,PG-13,101,Contemporary Fiction,37,4.7,48
8402485,10412485,10245880,19000000,Oct 17 2008,R,,Contemporary Fiction,46,6.8,26920
6946056,6946056,,4300000,Jun 13 2001,R,,Contemporary Fiction,,7.1,20916
211667,23471871,,4500000,May 05 2006,Not Rated,,,,7.7,19341
3081925,3081925,,20000000,Oct 24 2008,R,,Contemporary Fiction,67,,
50824620,95024620,15415665,50000000,Nov 23 2005,R,126,Contemporary Fiction,72,7.1,53265
8712564,8712564,,27000000,Aug 27 2004,R,,Contemporary Fiction,18,5.8,9804
2891288,3200241,,150000,Jul 19 2002,PG-13,,Contemporary Fiction,78,6.1,3800
13491653,27491653,,18000000,Mar 30 2001,R,,Historical Fiction,,,
145000989,225461461,67315399,25000000,Jan 30 2009,PG-13,,Contemporary Fiction,,4.8,1125
34742066,65742066,21100670,30000000,Apr 01 2006,PG-13,,Dramatization,44,6.5,10015
148213377,163013377,84838372,73000000,Aug 04 2006,PG-13,,Contemporary Fiction,72,6.4,50407
81292135,81292135,,40000000,Dec 25 1999,R,139,Historical Fiction,82,7.2,63319
592014,1162014,,218,Oct 06 2004,Not Rated,,Factual,,7.1,3847
9871,9871,,3500000,Sep 17 1999,,,,,6.8,520
6768055,28231444,,55000000,Jul 30 2004,PG,,Science Fiction,19,4,5397
34102780,34572780,,9000000,Oct 22 1999,R,120,Contemporary Fiction,71,6.1,2019
26421314,47721314,,15000000,Oct 27 2000,R,90,Contemporary Fiction,,4,16122
15007991,27147991,,30000000,Aug 26 2005,PG-13,,Science Fiction,12,4.8,13025
49121934,49778552,17922664,13000000,Nov 21 2007,PG-13,118,Contemporary Fiction,55,5.4,3351
31111260,74132631,,85000000,Mar 28 2003,PG-13,133,Science Fiction,42,5.3,27375
69304264,124304264,,48000000,Aug 06 1999,R,111,Contemporary Fiction,67,6.7,37692
449865,4054204,,6400000,Oct 09 2009,R,97,Dramatization,94,7.5,7560
50877145,88717945,26233404,60000000,Dec 19 2008,G,93,Kids Fiction,55,6.1,7460
32774834,50274834,,20000000,Oct 15 2004,R,98,Contemporary Fiction,,7.3,58763
14395874,14395874,,14000000,May 14 1999,PG,116,Dramatization,67,6.7,5435
43632458,85632458,,75000000,Mar 07 2003,R,121,Contemporary Fiction,34,6.4,34304
185577,185577,,4000000,Jan 28 2000,R,,,,6.1,1610
37882551,62401343,,15000000,Dec 14 2001,R,89,Contemporary Fiction,28,5.5,36678
347578,2300349,,2000000,Jan 18 2008,R,,Fantasy,,5.5,18
82234139,136934139,41383048,25000000,Feb 16 2007,PG,95,Fantasy,85,7.4,34482
150358296,433058296,,170000000,Jul 01 2003,R,109,Science Fiction,,6.6,107667
125322469,371628539,28434778,200000000,May 21 2009,PG-13,116,Science Fiction,,,
319246193,708272592,290787166,151000000,Jul 03 2007,PG-13,140,Science Fiction,57,7.3,197131
402111870,836303693,217509899,210000000,Jun 24 2009,PG-13,149,Science Fiction,20,6,95786
15122676,15122676,,10000000,Aug 14 2009,R,89,Contemporary Fiction,26,,
15331289,15425073,37687804,25000000,Sep 30 2005,PG,,Dramatization,62,7.3,7876
15541549,63241549,3354366,45000000,Feb 19 2010,PG-13,,Contemporary Fiction,84,7.6,22875
128486,42226657,,10000000,Apr 23 2010,,,Historical Fiction,,7.4,5548
39778599,39778599,,50000000,Feb 11 2000,R,119,Contemporary Fiction,19,4.5,229
15051977,26341896,3907625,25000000,Nov 06 2009,PG-13,,Fantasy,45,6.8,418
40108697,60694737,,25000000,Dec 20 2002,PG,85,Kids Fiction,,6.7,1104
7006708,7006708,1251654,4000000,May 25 2007,R,,Contemporary Fiction,,6,14164
12840842,12840842,,17000000,Nov 27 2002,PG-13,,Contemporary Fiction,37,4.6,6550
31418697,56706727,12319404,12000000,Feb 01 2008,PG-13,,Fantasy,22,5.3,17304
29511112,37048526,,18000000,Oct 14 2005,PG-13,101,Contemporary Fiction,5,3.3,15760
36400491,36400491,,52000000,Dec 23 1998,R,166,Dramatization,78,7.5,60966
34566746,66554547,,80000000,Dec 25 2000,PG-13,145,Dramatization,82,7.3,23578
69688384,69688384,,65000000,Jul 07 2000,PG,104,Contemporary Fiction,49,5.9,14927
8330720,10393696,,20000000,Sep 09 2005,PG-13,,Contemporary Fiction,11,5.4,9356
40846082,40846082,,19000000,Oct 29 1999,R,96,Contemporary Fiction,25,5.2,22795
43905746,43905746,,49000000,Nov 02 2001,PG-13,87,Science Fiction,13,5.6,24416
2201923,89006691,,12000000,Mar 09 2007,R,,Science Fiction,,7.1,26783
1008849,1060418,,2400000,Jan 05 2007,PG-13,,Contemporary Fiction,5,5,2825
10570375,10570375,,20000000,Oct 22 1999,PG-13,,Contemporary Fiction,28,5.8,11148
11810854,11810854,,16000000,May 28 1999,R,,Science Fiction,28,6.7,19939
32698899,61698899,,125000000,Aug 27 1999,R,103,Fantasy,33,6.3,36151
50586000,50586000,,60000000,Sep 27 2002,PG-13,99,Science Fiction,22,5,19370
4554533,55159800,,20000000,Feb 11 2000,G,77,Kids Fiction,61,6,2986
19480739,26703184,,80000000,Nov 26 2003,PG-13,,Science Fiction,11,5.3,19318
0,0,,130000000,Dec 23 2011,,,Contemporary Fiction,,,
4601043,6302406,,2000000,Aug 20 2003,R,,Contemporary Fiction,,7,31482
22751979,36751979,,75000000,Jun 16 2000,PG,95,Science Fiction,51,6.4,22286
600788188,1842879955,,200000000,Dec 19 1997,PG-13,194,Historical Fiction,82,7.4,240732
20553799,20553799,,4000000,Jul 09 2010,R,,Contemporary Fiction,96,7.8,3093
66465204,179265204,,78000000,Jul 11 2003,PG-13,110,Super Hero,17,5.5,50710
56684819,98983590,,80000000,Mar 08 2002,PG-13,96,Science Fiction,28,5.6,32465
13558739,13558739,,11000000,Mar 30 2001,R,,Contemporary Fiction,15,4.9,9505
25593755,54777490,29059367,13000000,Nov 21 2007,R,127,Science Fiction,73,7.4,76830
54149098,95009888,30836109,35000000,Mar 23 2007,PG,88,Science Fiction,,6.6,26178
125304276,339504276,,110000000,Dec 19 1997,PG-13,119,Contemporary Fiction,55,6.4,46650
52353636,71430876,,28000000,Dec 14 2001,R,110,Contemporary Fiction,79,7.6,82349
65653758,156453758,,90000000,Jul 25 2003,PG-13,117,Contemporary Fiction,,5.2,32832
131144183,274644183,,94000000,Jun 15 2001,PG-13,101,Contemporary Fiction,,5.4,55582
186740799,544272402,,125000000,May 28 2004,PG-13,124,Science Fiction,46,6.3,92241
6201757,6201757,,20000000,Dec 17 1999,R,,Dramatization,,7.1,6215
21176322,46176322,,40000000,Jan 16 2004,PG-13,,Contemporary Fiction,23,3.5,12986
96522687,209947037,,17000000,Aug 10 2001,PG-13,104,Historical Fiction,84,7.8,86091
30980607,33180607,,37000000,Sep 17 2010,R,123,Contemporary Fiction,84,8.7,493
245852179,484966906,,90000000,Nov 19 1999,G,92,Kids Fiction,100,8,119357
410640665,1046340665,,200000000,Jun 18 2010,G,102,Kids Fiction,99,8.9,67380
65452312,148989667,23048229,110000000,Jun 12 2009,R,106,Contemporary Fiction,,6.5,33452
38120554,91800000,,100000000,Nov 27 2002,PG,96,Kids Fiction,69,6.6,12099
124107476,208300000,,48000000,Dec 27 2000,R,147,Contemporary Fiction,91,7.8,85759
15911332,15911332,,19000000,Jul 26 2000,G,,Fantasy,19,2.7,1613
76261036,104505362,,45000000,Oct 05 2001,R,122,Contemporary Fiction,72,7.6,82057
23530831,27664173,13547082,22000000,Aug 27 2008,PG-13,113,Contemporary Fiction,61,7.1,22468
6916869,6916869,,30000000,Sep 20 2002,R,,Contemporary Fiction,18,6,10685
129094024,249094024,,48000000,Oct 18 2002,PG-13,115,Contemporary Fiction,71,5.5,589
9017070,9017070,,3000000,May 12 1999,R,,Contemporary Fiction,8,4.6,673
257730019,385680447,98317480,140000000,May 08 2009,PG-13,,Science Fiction,94,8.2,134187
77073959,218673959,,75000000,Jun 18 2004,PG-13,128,Dramatization,60,7.1,79803
9015303,15151744,3927958,1000000,Dec 02 2005,R,,Contemporary Fiction,76,7.6,19343
43095856,85095856,,32000000,Sep 02 2005,PG-13,,Contemporary Fiction,,6.6,51005
25296447,43928932,,21000000,Oct 11 2002,PG-13,92,Contemporary Fiction,53,6.6,51005
8114270,23914270,6599387,25000000,Nov 25 2009,R,,Science Fiction,75,7.5,39124
110461307,188163455,50387300,90000000,Aug 13 2008,R,106,Contemporary Fiction,83,7.2,104839
133298577,497398577,,150000000,May 14 2004,R,163,Historical Fiction,54,7,129575
141930000,267200000,,70000000,Aug 09 2002,PG-13,124,Contemporary Fiction,48,5.5,52636
872643,9443864,,7400000,Apr 27 2007,Not Rated,,Contemporary Fiction,67,5.1,1051
125618201,248400000,,60000000,Jun 05 1998,PG,102,Contemporary Fiction,95,8,156346
1530535,2548378,,9000000,Aug 18 2006,R,,Contemporary Fiction,27,5.8,5262
872142,1415656,,25000000,Oct 14 2005,Not Rated,,,41,6.6,8951
171091819,448191819,,145000000,Jun 16 1999,G,88,Historical Fiction,88,6.9,26871
6374789,6374789,,3500000,Apr 16 2010,R,,,,,
2912606,9879971,,3000000,Feb 24 2006,R,,Contemporary Fiction,,7.4,13167
6491969,6491969,,10000000,Jan 16 2004,PG,,Kids Fiction,,,
63414846,98666635,19814283,39000000,Aug 14 2009,PG-13,,Science Fiction,37,7.1,23908
0,5918742,,20000000,Mar 31 2004,PG-13,,,,4.5,1031
19161999,19344615,,15000000,Oct 11 2002,PG,,Kids Fiction,61,6.5,6639
1328679,1919197,,4000000,Sep 16 2005,R,,Contemporary Fiction,70,6.7,12109
11532774,11532774,,55000000,Jan 10 1997,R,,Contemporary Fiction,17,4.5,5147
7027762,14321070,3507046,10000000,Dec 01 2006,R,89,Contemporary Fiction,,6.9,83
10097096,10097096,,4000000,Nov 14 2001,R,,Contemporary Fiction,8,3.6,3095
2057193,2315026,,1000000,Apr 24 1998,R,,Contemporary Fiction,,5.6,3722
37384046,99384046,43063958,80000000,Apr 14 2006,G,,Contemporary Fiction,19,5.4,8498
15055091,15055091,,20000000,Mar 06 1998,R,,Contemporary Fiction,60,6.1,4840
25195050,40119848,,50000000,Feb 27 2004,R,97,Contemporary Fiction,2,4.8,83
296623634,702623634,162665819,50000000,Nov 20 2009,PG-13,130,Fantasy,28,,
300155447,688155447,,68000000,Jun 30 2010,PG-13,124,Fantasy,51,,
192769854,396439854,193591463,37000000,Nov 21 2008,PG-13,120,Fantasy,50,6.1,4840
6712451,10364769,,105000000,Apr 27 2001,R,,Contemporary Fiction,13,4.4,2889
6852450,6852450,,6000000,Feb 26 1999,R,,Contemporary Fiction,30,5.4,8645
39517763,50517763,15943146,16000000,Oct 06 2006,R,90,Historical Fiction,,5.8,20196
80571655,107071655,,9000000,Oct 17 2003,R,98,Historical Fiction,36,6.1,39172
623374,623374,,38000000,Nov 30 2001,PG-13,,Historical Fiction,,5,2645
12044087,43044087,13125985,5700000,Sep 08 2006,R,82,Contemporary Fiction,,6.9,13929
24793509,39232211,16660404,7500000,Mar 17 2006,R,,Contemporary Fiction,,7.8,65340
10363341,22664070,,15000000,Jan 23 2008,G,85,Factual,,8.3,2090
77086030,127630030,,62000000,Apr 21 2000,PG-13,116,Historical Fiction,68,6.4,32528
38230435,38230435,,25000000,May 31 2002,PG-13,86,Contemporary Fiction,76,5.7,14237
5654777,5654777,,25000000,Sep 02 2005,PG-13,,Contemporary Fiction,,3.3,3249
114326736,167726736,,30000000,Jun 18 2004,PG-13,92,Contemporary Fiction,,6.6,65329
88915214,203115214,33619971,38000000,Jul 24 2009,R,,Contemporary Fiction,14,6.4,27888
18522064,20722064,14141779,30000000,Mar 03 2006,PG-13,,Science Fiction,9,4,28547
16655224,21949214,7060674,25000000,Dec 08 2006,PG,87,Contemporary Fiction,,3.7,4133
94999143,248099143,,73243106,Nov 22 2000,PG-13,107,Super Hero,68,7.3,97324
42670410,77208315,11045109,16000000,Jan 09 2009,PG-13,,Fantasy,11,4.5,15331
41196,187847,,750000,Jul 01 2005,R,,,,5.6,6957
51970690,95708457,,22000000,Sep 19 2003,R,121,Contemporary Fiction,30,6.7,65690
1069318,1069318,,9000000,Aug 26 2005,PG-13,,Contemporary Fiction,8,3.7,1981
12398628,12398628,,20000000,Aug 23 2002,R,,Contemporary Fiction,49,5.8,6837
62318875,111318875,47003121,45000000,Jan 20 2006,R,,Fantasy,15,6.6,48551
8535575,18535575,21172686,30000000,Sep 09 2005,PG-13,,Contemporary Fiction,53,7.1,11770
52752475,119114494,,50000000,May 08 2002,R,123,Contemporary Fiction,48,6.6,23998
10447421,10717421,,40000000,Aug 20 1999,R,,Science Fiction,,3.4,10233
26403,3080493,,3700000,Nov 03 2006,Not Rated,85,Contemporary Fiction,39,6.6,11986
24537621,49037621,,43000000,May 13 2005,R,,Contemporary Fiction,,7.1,36119
28687835,52649951,19710582,35000000,Jan 25 2008,R,,Contemporary Fiction,15,6.1,21922
293004164,731304609,178459329,175000000,May 29 2009,PG,96,Kids Fiction,98,8.4,110491
83823381,166077420,17124041,30000000,Dec 04 2009,R,,Contemporary Fiction,90,,
18761993,27361993,,12000000,Mar 11 2005,R,,Contemporary Fiction,,7,12317
38116707,72571864,,14000000,Sep 25 1998,R,100,Contemporary Fiction,21,5.2,19113
21468807,38574362,,15000000,Sep 22 2000,R,98,Contemporary Fiction,9,3.7,7609
1032075,1032075,,225000,Sep 15 2000,R,,Contemporary Fiction,73,6.7,2218
83077470,198686497,26715008,75000000,Dec 25 2008,PG-13,120,Dramatization,61,7.3,54343
19478106,61746888,,35000000,Aug 19 2005,G,,Kids Fiction,30,5.6,7158
20384136,20384136,,10000000,Feb 02 2001,R,96,Contemporary Fiction,9,4.3,11435
14046595,34372469,6377527,40000000,Oct 23 2009,PG-13,,Fantasy,37,6.1,9539
30695227,39235486,,60000000,Nov 03 2000,PG-13,126,Historical Fiction,43,6.4,21995
2073984,2811439,,800000,Mar 28 2003,R,,Contemporary Fiction,,7.1,3719
6777741,24489150,3182650,23000000,Sep 14 2007,R,120,Dramatization,73,7.4,27529
881745,881745,,25000000,Sep 16 2005,R,,Contemporary Fiction,10,4.6,4220
3347411,4022411,,6000000,Dec 21 2006,R,95,Contemporary Fiction,89,,
16123851,19123851,,23000000,Sep 01 2004,PG-13,,Historical Fiction,50,6.2,9343
70511035,132511035,58723721,50000000,Mar 17 2006,R,,Science Fiction,73,8.2,224636
34145,34145,,4000000,Jul 16 1999,R,,,,,
120150546,300150546,,170000000,May 07 2004,PG-13,132,Historical Fiction,22,5.5,68846
114197520,260197520,,71682975,Jul 30 2004,PG-13,108,Contemporary Fiction,42,6.6,88928
4859475,4859475,,6000000,Apr 21 2000,R,,Contemporary Fiction,,7.2,49110
